ID,Review
514,"Personally, I disdain The Jerry Springer Show, however, I found ""Ringmaster"" to be the funniest movie I've seen this year. The never-ending satire of Jerry Springer ""guests"" starting in the opening scene keeps you laughing throughout the movie. Despite a brief scene in which Jerry Springer makes a feeble attempt at justifying his existence, I definitely recommend this movie for sheer entertainment value."
515,"George Lopez never caught my interest in his stand up comedy and he still doesn't. But this show is a work of art. It's not ever show where the jokes keep you laughing every time you remember it (and jokes that re memorable at that). This show just has an upbeat look to it and the characters range from an old, short drunk to an dyslexic teenager. I don't know who writes this show but that person does a great job. If they had just continued the show I'm sure that it would get a positive response from the critics of this great country. If you are looking for a good, traditional comedy, then George Lopez is the show for you! The one bad thing is the title. George Lopez? Really? Imagine the Fresh Prince of Bel-Air being ""Will Smith"". C'mon man! But otherwise, this show is genius! 10/10"
516,"I agree with so many of the other reviewers here. This was a great film and an even better novel by Robert Fish. Unfortunately, I believe the author died before he could see this film made. The performances are all top rate, with the three principles (John Glover, Ben Cross, and Veronica Hamel) seemingly made for their roles. The exteriors, both in Europe and Israel, seem very authentic, and the 4-hour miniseries length was just right for the telling of this story. Fortunately, I DID tape this when it was on television and have enjoyed watching it ever since. I can say unhesitatingly that it holds up even to this day. I gave it a rating of 10. If you haven't read the book, you should really find a copy. This would be an outstanding film to release on DVD with extras that could easily include interviews from the cast."
517,"I haven't laughed this hard at a movie in a long time. I got to go to an advance screening, and was thrilled because I had been dying to see it. I had tears in my eyes from laughter throughout a lot of the movie. The audience all shared my laughter, and was clapping and yelling throughout most of the movie.<br /><br />Kudos to Steve Carrell(who I had already been a fan of). He proves in this movie his tremendous talent for comedy. He has a style that I haven't seen before. And Catherine Keener is excellent as always. Thank God there wasn't a cameo from Will Ferrell(love him, but saw him too much this summer).<br /><br />There were parts of comedic genius in this movie. Partly thanks to Carrell, and partly thanks to the writing(also Carrell). The waxing scene and the speed dater with the ""obvious problem"" were absolutely hysterical.<br /><br />I will definitely go see '40 Year Old Virgin' when it's released. My advice: go to see it for huge laughs and an incredibly enjoyable movie on top of it."
518,"Well this movie was probobly one of the funniest scary movie i have ever seen. The effects are so bad you just have to laugh, and the acting, well lets say its no mel gibson. But Gary Browning who plays an police officer is so damn bad, he becomes good. I dont know how but he him self makes this movie a 10. You must see it if your in to horror/slash movies cause its bloody and funny at the same time. Killer movie."
519,"There is a certain genius behind this movie. I was laughing throughout. The scene in the phone sex office, discussing how love heals the doppelganger was a nice attempt at this genius/humor. Execution is poor, but you can see the writer's message and they do have some talent. The doppelganger split at the end was like... ""ok, wasn't quite expecting that but let's see what the movie has to say"". Certainly ridiculous, but a sweet idea and actually very coherent to the story in a strange way.<br /><br />Is the point of a movie to be logical or is it to be entertaining or communicate on an emotional level? i'm easily bored by many movies, but this one kept my interest throughout.<br /><br />I think the story may have some auto-biographical roots, but that's just a guess. Horribly bad, but good. I'm looking for other movies this person may have done (with more experience)."
520,"Not since The Simpsons made it's debut has there been a sitcom that I didn't want to turn of in a matter of 2 minutes. It has of course been said that The Simpsons killed the sitcom. Not this one though.<br /><br />The first season was so so as the teenage characters were not quite as outrageous as they later became. They even went to school sometimes. The following seasons the character where fledged out. Eric, the sarcastic twit, Donna, his levelheaded girlfriend, Kelso, the dim bulb, Hyde, the conspiracy theorist and anti-establishment punk, Fez, the pervert exchange student and finally Jackie, the spoiled rich floozy. As for the adult characters there was Eric's mom, the ""can you believe she is so ditzy"" suburban mom, Eric's dad, the straight arrow who of course wasn't such a hard ass as he seemed, Donna's goofy dad and her dumb blonde mom. Everybody are true to their characters but special kudos to Kurtwood Smith who finds the perfect balance between toughness and still makes his Red Forman quite sympathetic without making us throw up with unexpected cuteness.<br /><br />Topher Grace is of course the main reason why this show is so good. It's a tough character to play because it doesn't allow the actor to indulge in wild overacting like the Kelso character, played competently by Ashton Kutcher. I enjoyed seeing the two characters interact because they are the most different.<br /><br />Hyde's character is a bit harder to enjoy because he is more realistic and do we really need to see the orphan story for the umpteenth time, although I will say that the writers came up with a brilliant story arc for him in the last seasons.<br /><br />Jackie, played by Family Guy voice artist Mila Kunis is hilarious and she has a nails on a chalkboard type voice, which actually fits her character. The only sad part is that we didn't see more scenes with her and Eric because they were f...... hilarious together. Too much story was wasted on her relationship problems since we already got that in spades with Eric and Donna.<br /><br />Last I will say that the casting of guest actors were always great. A few favorites: Fez' humongous girlfriend in the mid-seasons, Pastor Dan, the totally awesome Leo played by the equally awesome Thomas Chong, another one of Fez' girlfriends who is totally certifiable and a special appearance by the teenage witch Sabrina as a slutty catholic girl.<br /><br />Coming up next on Fox, whatever."
521,"If this film strikes you (as it did us and, apparently, others departing the theater) as disappointingly thin, it may be because the subject herself is mildly disappointing. The film faithfully presents us Bettie Page as she probably was: a playful almost-innocent from the rural South whose career as ""the pinup queen of the universe"" was for her just goofy, natural fun. Her eventual moral qualms, religious conversion and sudden departure from nude and bondage modeling are biographically accurate, yet hard to understand given how untroubled she seemed by her livelihood.<br /><br />There are many reasons to see this film even so, not least of which are the amazing b&w noir cinematography of W. Mott Hopfel III (complete with old fashioned wipes and dissolves), the 1950's-faithful acting of the cast under the direction of Mary Harron, pitch-perfect performances by some of our most underrated supporting actors (including Chris Bauer, Lili Taylor, Sarah Paulson, Austin Pendleton, Dallas Roberts and Victor Slezak), not to mention the Oscar-worthy and technically difficult lead performance of Gretchen Mol.<br /><br />Ms. Mol does several scenes fully naked and most others in amazing period lingerie and ""specialty"" costumes (gloriously assembled by costume designer John A. Dunn), yet she astonishingly maintains Bettie Page's unstudied pleasure in her lush body. To watch Ms. Mol as Ms. Page, an aspiring actress, progressing through degrees of progressively less ""bad"" auditions and student acting scenes is to see a truly fine actress in complete control of her craft.<br /><br />The script does effectively bring us into 1950's America, where childhood sexual abuse, lawless abduction and rape, and the legal suppression of brands of pornography which today seem laughably tame, is a reality. 50's New York is evoked with seamlessly-inter cut news reel footage. 50's Miami comes alive in super-saturated, 16mm-style color. The real Bettie Page seems to scamper, smile and pose before us, and yet the effect is curiously lightweight, barely lewd and not at all dangerous.<br /><br />How odd that bondage's greatest icon should be so lacking in venom, and that this technically excellent biopic should have so little sting."
522,"This is the only Christopher Guest movie that rivals Spinal Tap and Princess Bride for sheer entertainment value, but somehow never gets near the recognition. The plot surrounds the contestants--dogs--and their owners as they venture into the world of competitive dog...OK, it's about a dog show. The owners truly are characters, as one would have to be to be so attached to their dogs. That's really all there is to it, but that makes it funny enough.<br /><br />You'd never be able to convince me that a mock-u-mentary about dog shows would be funny prior to catching the hilarious scene where Levy and O'hara visit Larry Miller's house on TV...but that's really all it takes to convert any doubters. Spinal Tap was non-stop hilarity, joke after joke whereas Best in Show was had a few more lulls (and by that I mean say 3 minute at MOST where something riotously funny doesn't happen), but the big laughs are even bigger.<br /><br />The casting in this one is great and even the typically out of place in, uh movies in general Parker Posey does a fine job. In fact, her tirade directed at Ed Begley Jr. and a pet store owner over a lost dog toy is probably the funniest running gag of the film.<br /><br />What's amazing about this movie to me is how the writers somehow managed to weave a plot, simple as it was, around these great jokes so that it actually felt like it had direction. I guess there's a freedom in having such a minimal plot. Everyone's role is pretty well crafted here and the characters are rarely over-the-top. The realism of how pathetic they seem to the outsider is what makes it funnier than Mighty Wind or the uneven Guffman. I actually encounter wierdos like this now and then. If you like Guest's stuff at all, you should definitely own this one."
523,"People call this a comedy, but when I just watched it, I laughed<br /><br />only once. I guess the problem is that I first saw it when I was 14,<br /><br />and I wasn't old enough to understand that it wasn't meant to be<br /><br />taken seriously. There were quite a few scenes that were meant<br /><br />to be funny, but I cared too much about the characters to laugh at<br /><br />them.<br /><br />I suggest that you watch this film next time you're falling in love,<br /><br />and try to take it seriously. I think you'll find that, despite a few silly<br /><br />flaws, it's one of the most moving love stories you've ever seen."
524,"Maybe it wasn't that good as a whole, but the second episode, which was the first one I say, was so memorable I still remember it today. I became a fan of Dick Francis. I would recommend it if you are interested in horse racing and mysteries.<br /><br />The cockney slang of the sidekick, Chico Barnes, is a lot more amusing to those of us who have never been close to hearing London's Bow Bells, but the leads are attractive and the shows were interesting.<br /><br />Sid Halley was one of Francis' more interesting characters, and the show actually minimizes some of the difficulties with his hand. Interestingly, electronic hands of the sort used in the stories are apparently less functional for the user than the sort invented after World War II."
525,"This program is certainly my favorite non-sitcom television comedy. Australia produces very little good programs - most of the TV which I watch (and I live in Australia) is from the US and England.<br /><br />The funniest part of this show is just how controversial it is. Like when they went past numerous security barriers at the APEC summit pretending to be Canadian diplomats.<br /><br />The show is made up of pre-filmed stunts, general satirical discussion of current world events, and sometimes on-stage skits. These all come together to make a fabulous, extremely funny TV show. The segments like ""Ad Road-test"" and ""Message from Osama bin Ladin"" are hilarious. For anyone interested in watching hilarious satirical TV comedy - then this is definitely the show you should watch.<br /><br />All the guys are great and do an excellent job in entertaining you for half an hour.<br /><br />I would rate it 10/10."
526,"In the eighties, Savage Steve Holland put out three movies, two of which are classics of what seems to be a very small genre, absurdist teen comedies. The third ""How I Got Into College"" does not measure up to ""Better Off Dead"" and this one, mainly because of it's lack of John Cusack and Curtis Armstrong (Except for a tiny cameo).<br /><br />One Crazy Summer is an underrated movie, with lots of great characterizations and gags. As I recall, Savage Steve's movies were vilified as being brain dead at the time and after three movies he drifted into children's TV. We could use more movies from the likes of him."
527,"This is the best film version of Dicken's classic tale. I've seen it over and over on VHS, and recently acquired the DVD version, which is formatted for TV (not wide-screen). What I find interesting about this teleplay is the cast of English actors who are now recognizable since many have appeared in other films/shows in North America since 1984. My biggest surprise is Edward Woodward, ""the Equalizer"", as the Ghost of Christmas Present."
528,"I borrowed this movie despite its extremely low rating, because I wanted to see how the crew manages to animate the presence of multiple worlds. As a matter of fact, they didn't - at least, so its seems. Some cameo appearance cut rather clumsily into the movie - that's it, this is what the majority of viewers think. However, the surprise comes at the end, and unfortunately then, when probably most of the viewers have already stopped this movie. I was also astonished when I saw that the Brazilian-Portuguese title of this movie means ""Voyage into Death"". This is THE spoiler.<br /><br />That this movie is about a young girl who goes ALONE onto this boat (on reasons that are completely unclear), you understand only in the last 5 minutes. When you start the movie with the English title ""Haunted Boat"" in your head, you clearly think that the cameo appearances of strange figures are the ""ghosts"". But in reality, this movie is not like most other horror movies told from the distant writer-watcher perspective who can at almost any time differentiate between different levels of reality, it is told from the perspective of the young girl. We see her not alone, but together with the four friends because SHE sees them. We do not see that she is alone. So, the parallel worlds are not the cameo appearances flickering into the picture-stream, but the main story! We have at least two parallel worlds: The world in which the girl is and the world in which the 4 friends are. An intrusion of a third world is probably the young man with the medical skills who comes for a short time on the boat.<br /><br />I cannot get rid of the deep conviction that with this movie, the movie-makers ""cheated"" an audience of several thousand people by letting them believe that what they have done is more or less a sophomore film-student elaborate with hastily ""chosen"" pseudo-actors that have met just the night before the start of the shooting in a dump after at least twelve beers. How mistaken can one be! But in addition to this big surprise which one learns only in the very last minutes, the end that follows gives another surprise. The girl is saved by a crew in a helicopter and another boat. When she has recovered from her shock, she visits again the place at the harbor where she ascended the boat together with the four friends. And there they are again! They wave her to them from the boat which has already taken off shore. She jumps into the water, arrives at the boat - and they are away. Miraculously beautiful. It remembers me a bit to the end of a poem by a Rhetoromance writer: When I awoke, I saw Death standing at my bed. But I closed my eyes. When I opened them again - he was gone."
529,"I have to say that Higher Learning is one of the top 3 movies I have ever watched. It has a brilliant cast, and an equally brilliant director. Singleton shows how life in University can be. There are 3 main story lines, the skinheads, the African-Americans, and the homosexuals. I was intrigued by all of the stories, but the one that got to me the most was the storyline about Kristen, battling her feelings towards another girl. The end was great. After seeing the movie 25 times plus, I still cry. I would have given this movie an 11, but I have to settlefor 10/10."
530,"This is a modest, character driven comedy, filmed in Brazil on a low budget. The premise is familiar, the same as in the 1950's Danny Kaye movie **On the Double**: someone who, as a joke, does an impression of a Famous Person then is dragooned to impersonate the Person for real.<br /><br />The contrast between the two leads is highly effective. Raul Julia as the German-Paradorian secret policeman, is tall, cool, menacing and Latin. He sports a deliberately obvious blond dye job. Richard Dreyfus, animated, short, New York Jewish, is funny and sympathetic. There are many references and inside jokes about show business.<br /><br />The setting is clearly modeled on Paraguay. Paraguay was indeed ruled from the early fifties to the late eighties by Gen. Alfredo Stroessner, an unelected military dictator whose father had emigrated from Germany. But writer/director Mazurszky reveals his ignorance of local conditions when he paints Parador/Paraguay as a typical Latin American tyranny, with huge disparities in wealth and an active guerrilla insurgency. Further in this vein, Mazursky casts comic Jonathan Winters as an American retiree who in truth is C.I.A. station chief in Parador and a figure so powerful that he can give the president of the country a profanity-laced chewing out. <br /><br />In fact the U.S. has little influence in Paraguay, which is largely without the social and racial tensions seen elsewhere in the region. This is due to the country's having fought long and costly wars against much larger neighbors in the 19th and 20th centuries. The male population was nearly wiped out both times but the society that emerged was patriotic, racially homogeneous and strongly united. <br /><br />On yet another level, there is a bow to feminism in the form of the character Madonna. Played by Brazilian actress Sonia Braga, Madonna is a former nightclub dancer who is the body-stockinged presidential pleasure girl at the film's start but is seen on television as president herself at the end--now politically and cosmetically correct, no makeup, hair demurely pulled back, swept to office by a velvet revolution.<br /><br />The one time that such an event actually happened in Latin America, the administration of Argentina's Isabel Peron (not the beloved Evita, who never held office) lasted two years after the death of her husband, legendary **supremo** Juan Peron."
531,"I've been a fan of Rachael's since the beginning of 30MM on the Food Network, so I have seen her grow over the years. The minute I saw her interact with Oprah, I predicted that this show would happen, because I saw how taken Oprah is with her, and with good reason: she comes across as very natural, and willing to laugh at herself, which is very engaging. The set is appealing, and there are some fresh ideas (I love the lazy Susan that the audience sits on). There's just enough of a celebrity segment, and she stays away from controversy and debate (there's enough of that on daytime TV). The show is a lighthearted escape, and she hasn't moved away from her strength (cooking), which is very good planning. I know there are people who hate her and hate her show; that's OK, you can't please everybody. And somehow, I think Rachael knows and accepts that. So just turn the channel; I don't think she'd mind."
532,"This almost documentary look at an enterprising boy who lives in the body shop area outside of New York is real all the way. Real lighting. Real sound. Less editing in the whole movie than in 1 minute of most movies. And while there is very little script, there is a story. Shot in primary colors, almost all red, white, blue and yellow, we get a real sense of the life of a boy who is making something from nothing. He has a place to live that he makes his own, has a good job, and is trying to bring his sister into his little universe. The people in the chop shop area also give us a look at this culture which I didn't know about. They mostly seem decent and pay Ale what seems like daily, seeming truly concerned about his well being. The actor (I think) playing Ale says more with one facial expression than one can imagine. This reminded me what a true small movie can accomplish. It shows what kids are capable of, even without much support and love. Definitely recommend."
533,"Actor Paxton made his directorial debut with this chilling, dark, and competently made thriller about a widowed mechanic (Paxton himself) who ropes his two sons into participating in savage ax murders, claiming that the victims are not human beings at all but ""demons"", and that they have been selected by God to destroy these ""demons"". This is all told in flashback by one of the sons, now grown up (Matthew McConaughey) to skeptical FBI agent (Powers Boothe).<br /><br />Hard to automatically forget this film; better than most serial killer features, it's a twisty and unsettling tale told in straightforward fashion with a bare minimum of cinema gimmicks. Paxton, commendably, barely shows any blood at all until near the end. Well acted by all, especially the two child actors (Jeremy Sumpter of the recent ""Peter Pan"" and Matt O'Leary of ""Spy Kids 2"" and ""Domestic Disturbance""). The only reason I deducted any points at all is because I can understand that some people may find all of this hard to stomach. In any event, it's an atypical thriller with a decent script.<br /><br />8/10"
534,"I loved this movie! OH MY GOSH! This movie rocked so hard! I found it amongst some old tapes and didn't know what it was and after having read the back of the cover to see what the summer had to say about it (Which btw, mentioned the fact that Elton John covered the soundtrack for the film more times than it mentioned what the film was actually about.), I thought it sounded interesting, and I was even more interested in seeing it because it was an older film.<br /><br />""What controversy?"" I thought to myself as I put the tape in the player, I was curious I get. And my expectations were certainly met. I loved it! I guess it is a really girly kind of movie, but it was so sweet and adorable! It was a beautiful romance, although at times the directing reminded me of the camera work in 'The Graduate', which I thought at the time of seeing it the director must have been on acid with some of the close ups they did.<br /><br />OK, so it wasn't entirely conceivable for these two kids to run off and live on their own...but it could happen...in a fantasy...<br /><br />But, the ending just sincerely ticked me off! I was so mad with how they ended it...it sort of leaves you hanging, and I suppose they may address what actually happens to them in the sequel...but at the same time, I'm almost hesitant to see that, since sequels are almost never as good as the first.<br /><br />I totally recommend this movie to anyone sixteen and over! It's an awesome movie...Awesome!"
535,"PAGE 3 **** out of 4 Stars<br /><br />Madhvi (Konkona Sen) enters her boyfriend's house and its empty. She looks here and there and then goes in his bedroom and you get the picture - 'Ah! another girl  that two-timing baddie and yes indeed he his two timing her but it's a GUY this time around. And i say 'Brilliant!'<br /><br />END OF SPOILERS (The above scene is not a spoiler really ... but for me it was so i didn't want to take a chance)<br /><br />When asked upon as how was this film, my friend answered 'oh, it just an exposé of the P3 people' which made me believe that ill be watching a stupid movie if nothing more. When I went to the theater, I thought to myself '' I better get a pen and a paper to jot down the bad things about this film'' but I was proved entirely wrong and then some because I could muster only the goods. This film was great. Great, not because it is offbeat and noncommercial cinema like storyline but because of the cleverness in the screenplay and how this movie tells you how to handle a movie brilliantly which could have been a dumb and senseless movie if given in the wrong hands.<br /><br />Konkona Sen Sharma is grace. She is so damn beautiful who has nailed her role perfectly as if she was born to play this part. One of the most charming actresses I've ever seen. But this is not the only performance which is good in the film, there's Sandhya Mridul, Boman Irani and Atul Kulkarni. Particularly Sandhya Mridul who just fires up the screen. (And guess what even the unusually accented Tara Sharma speaks normally)<br /><br />The movies stars off with some silly old parties of the hush-hush celebrities of the film industry et al and you get the idea of what this movie will be about. And for about half hour through the film you feel just about the same. But then the movie picks up the pace grabs onto a good storyline and never lets go of it. Even Boman Irani agrees to that statement  'It was a good story, Madhvi'. (Thank you). The great thing is that it tackles the issue of how silly these people are with style and does not make it over done and also tackles the social issues and does not make them boring. In the end its all a roller-coaster ride and Madhvi informs us that by just smiling at all these people. Just the reason why I love watching films. Ecstatic film-making. The screenplay is beautiful, clever and witty."
536,"This movie really kicked some ass. I watched it over and over and it never got boring. Angelina Jolie really kicked some ass in the movie, you should see the movie, you won't be disappointed. And another reason you should see the movie is because the guy from The X-Files is in it, David Duchovny."
537,"This fantastic whodunit is an early prototype of what soon became a very popular film genre. I was happy to see William Powell handling a detective story with charisma and charm, and without the silly attitude of his Nick Charles character (from the ""Thin Man"" series). While the story is good on its own, I think what really makes this movie fun to watch is Michael Curtiz' fantastically imaginative direction. From a visual point of view, this is a richly textured movie, with Curtiz showing an incredible command of the medium; from split screen images, to weird camera angles and imaginative flashbacks, Curtiz demonstrates that he was one of the best Hollywood directors. Highly recommended if you are fan of this type of movie."
538,"I know a lot of people have said don't bother with this movie because its not a good fighting flick and hard with the subtitles. That is a really lazy way to think of a movie. If you want to focus on that part of the movie you should go find something else, and also learn to to respect cinema as a form of art, this being a masterful piece of work. If you want to watch this, its not about the fighting really. There are good fight scenes sometimes that are filmed rather well with good camera work, but the story itself is what holds the story together and is the important part. This is not the basic Kung-fu movie. The story is really the central focus and not the fights, and the combination of the two make an excellent movie thats well worth watching, and is even better in the original language with subtitles."
539,"Back in 2004 I saw ""True"", Tom Tykwer's contribution to Paris Je T'aime. When I saw it I loved it and became thrilled. It became my favorite short film and made me appreciate the format so much. Of course I wanted to watch the whole film, and I would even check who was attached, etc.<br /><br />Yesterday I finally saw it, courtesy of the internet.<br /><br />First of all I must say that it looks AWESOME. The photography is BEAUTIFUL in every short and shot, at the worst being nothing special - but still brilliant and clear. Later I read the trivia here, and maybe it's how scanning in 6K gives more justice to all the DP's work. My special favorites are the ""Quais de Seine"" first scene (that sunlight!), the Sin City-esquire (but better for me) ""Quartier de la Madeleine"", and ""14th Arrondisement"" - but you know, what the hell I like them all: ""True"" or ""Faubourg Saint-Denis"" still makes me nervous with those brilliant colours (my eyes, they tremble!) and ""Quartier Latin"" is gold imprisoned on silver. Beautiful.<br /><br />Yes, these are some BEAUTIFUL short films.<br /><br />Now let's get onto the content. I very much (and I mean VERY MUCH) like the eclecticism that is so successfully felt. You never have have the same themes or treatment between two shorts, and I think the formula is restrictive enough to let all these artists explore beautiful and deepening things inside the shorts. I loved coming from a simple love story into a crazy-Chinese-musical-in-Paris-with-Barbet-Schroeder into a social commentary into a terror comedy into a humble monologue. I love surprises! And this film has them! It's great they took a chance to let all these director's flesh out things that are not usual in mainstream cinema (which I have come to heavily despise). It's not heavily experimental, but I can breath the breathing space these people had.<br /><br />I like the small time and I love the acting. I love the simplicity and I love the love. I like the simple feelings and the beauty and the eclecticism and in general it's a film that is very very very nice to see, alone or with someone. To simply feel. It left me feeling very good.<br /><br />There is something about the earnestness in it... it's so frank...<br /><br />What I didn't like? Well, for me there are two shorts that aren't exactly the best - ""Quais de Seine"" (which is good natured, sure, and maybe even necessary, but feels too much like a commercial?) and ""Père-Lachaise"" that even though I love the acting, I felt it's themes were forced. But that of course, is just me. ""Tour Eiffel"" I also didn't love but I think is probably because of my very different sensibility from that of Sylvain Chomet? I don't know if this film has a special interest for people who already know the actor's and directors, and so they can delight in their interaction, in the surprises (look out for Alexander Payne in a funny role) and basically in ""what will this director do with this?"" great question. I enjoyed it very much in that way.<br /><br />I repeat now: Most shorts I loved and all of them together form a beautiful and energetic mix. I definitely recommend it. Definitely!!! So, watch it if you like Eclectic Beautiful Love!"
540,There are few films that have had me waiting and waiting for release more than this one. This is the latest film from The Dead Gentlemen group responsible for the original Gamers film and the Demon Hunters films. This group has not been terribly active over the last few years but this film is a definite reason to try and keep things up in following their progress.<br /><br />This film follows a group of gamers who are trying to finish a campaign run by a GM frustrated by his group's disregard for his story. With the help of some new blood they attempt the campaign again with hopes of finishing this time.<br /><br />This movie is a breath of fresh air in the movie community and a great improvement over the original. The movie shows respect for the game much like the original movie did but on top of that this movie shows a dramatic improvement on special effects launching it above the simplicity of college films. The acting is fairly decent and the jokes are quite funny.<br /><br />Unfortunately many of the jokes are in jokes so if you are not a gamer you may not find the film as funny as others. So this is why I give the movie an 8 instead of the 9 that I initially thought of. Any case if you are a gamer or know about gaming check this one out you will enjoy it.
541,"The only reason I decided to view this film is because of the great acting talents of Karen Sillas,(Alyson Haywood),""Bad Money"",'99, who is deeply involved with Gary Cole,(Dave),""Cry Wolf"",'05, who is a great war hero and has all kinds of ways to make money and never seems to stop telling LIES. Alyson and Dave are trying to rebuild an old home and restore it to comfortable living conditions. The relationship gets troublesome and Alyson decides to find out what is going on and the plot gets very mysterious. If you are a big fan of Karen Sillas, this is the film for you. I only wish Karen would appear in more films, I miss her great talents."
542,"Trick or Treat, Quickie Review This zany romp of a film revolves around the 80's culture of Heavy Metal and horror movies--two things which I love dearly. So, as you can imagine, this movie appealed to me pretty easily. Plus, for no apparent reason, Ozzy Osbourne plays a preacher.<br /><br />This film is about an unpopular high school youth who, like all us losers, ended up drenched in a world of ""evil"" Heavy Metal. His favorite Metaldude dies and, of course, is miraculously resurrected--by playing his latest unreleased album backwards. This allows the corpsified singer to go around killing people with demons and sh*t helping out.<br /><br />Okay, it's pretty cheesy at times, but you know what? It's got a surprising number of good qualities. Decent acting (including Gene Simmons as a radio DJ), pretty good special effects, very brief nudity, decent atmosphere... All in all, it's actually a decent horror film. But what really sucks is the music. Ironic, huh? Well, this ""uber-evil"" Metal guy is one of the most obnoxious, high-pitched, wailing, Motley Crue rejects on the planet--and the ""Metal"" is little more than putrid 80's Pop/Hair Metal. He hits all the cliché's here, from prancing around like a gay fairy, to looking mean, to screaming ""Rock and Roll!!!"" in a pitch high enough to make King Diamond retch. Aside from that atrocious musical representation, it's actually pretty good. 7/10<br /><br />www.ResidentHazard.com"
543,"I've lost count of the times I have seen this movie, but I love it and find it very funny each time I see it. The facial expressions, slapstick humor and the timing on the jokes makes it great. The characters, especially ""Nitro"", ""Sonar"" and ""Stepanik"" are hilarious. I thought Kelsey Grammar, Rip Torn and Bruce Dern did a great job. In fact, I think this movie was perfectly cast. I think it does need to be released in DVD before I wear my VHS version out."
544,"""Why did they make them so big? Why didn't they just give the money to the poor?"" The question about cathedrals was asked by a student to Mr. Harvey during a school field trip to Salisbury Cathedral. ""That's a good question,"" he replied. ""Partly to inspire them - to get them to look up with awe."" I'm not sure that cathedrals have that impact on everyone, but this movie certainly had that impact on me. It was awesome! <br /><br />It didn't start out that way. For a while it seemed to be little more than a depiction of - well - a school field trip to Salisbury Cathedral. If you've ever been on a high school field trip to anywhere this is basically it. You have a group of largely disinterested kids just happy to be out of school for a day, the bus driver who's driven crazy by them and some teachers trying desperately to keep it all under control. Been there, done that, got the t-shirt was my initial reaction. I figured that in the end this was going to be a typical story of a teacher managing to inspire a group of disinterested students. YAWN! But it turns out to be so much more! Timothy Spall was brilliant as Mr. Harvey - a sombre, unsmiling teacher with a strange fascination for cathedrals. Over the course of the movie, his story slowly comes out and becomes the focal point of the story. We also get introduced to some of the troubled students - most notably Helen, also brilliantly played by Nathalie Press, who's into self-mutilation.<br /><br />This isn't a religious movie, but it includes some powerful reflections on religious themes. When Harvey's colleague Jonathon (played by Ben Miles) says ""I don't care what anyone believes as long as they don't try to force it on anyone else"" Harvey replies, ""that isn't tolerance - it's indifference!"" - which is, in fact (in my opinion) what often passes for religious tolerance in our society. There are scenes of reconciliation between various characters, and the final scene of the movie was brilliant. As Harvey climbs back on the bus, director Susanna White has the camera slowly pan upwards, so that the final shot is simply of the sky - hearkening back to Harvey's comment that the purpose of the cathedral is to get people to look up in awe. The cathedral accomplishes its goal. We look up into the universe in awe, seeking something greater than ourselves, however we choose to define it. This is a very powerful and very inspiring movie. 9/10"
